Student{name='Иля', secondName='Второй', midleName='Герасимович', FIO='Иля Второй Герасимович', assessment=9.999121669888897}
Student{name='Полина', secondName='Пятый', midleName='Герасимович', FIO='Полина Пятый Герасимович', assessment=9.545035063731985}
Student{name='Вика', secondName='Первый', midleName='Ильич', FIO='Вика Первый Ильич', assessment=9.540638759733424}
Student{name='Вика', secondName='Четвертый', midleName='Инокентьевич', FIO='Вика Четвертый Инокентьевич', assessment=9.535541014818815}
Student{name='Смоук', secondName='Второй', midleName='Ильич', FIO='Смоук Второй Ильич', assessment=9.5326568667709}
Student{name='Буся', secondName='Шестой', midleName='Никитич', FIO='Буся Шестой Никитич', assessment=9.530999215827881}
Student{name='Аркадий', secondName='Седьмой', midleName='Инокентьевич', FIO='Аркадий Седьмой Инокентьевич', assessment=9.530820851841696}
Student{name='Буся', secondName='Шестой', midleName='Инокентьевич', FIO='Буся Шестой Инокентьевич', assessment=9.529195258525139}
Student{name='Алина', secondName='Первый', midleName='Cергеевич', FIO='Алина Первый Cергеевич', assessment=9.528719107446474}
Student{name='Смоук', secondName='Второй', midleName='Cергеевич', FIO='Смоук Второй Cергеевич', assessment=9.526546662052766}
Student{name='Кирилл', secondName='Четвертый', midleName='Никитич', FIO='Кирилл Четвертый Никитич', assessment=9.525155623447617}
Student{name='Аркадий', secondName='Восьмой', midleName='Александрович', FIO='Аркадий Восьмой Александрович', assessment=9.524819321625912}
Student{name='Кирилл', secondName='Пятый', midleName='Александрович', FIO='Кирилл Пятый Александрович', assessment=9.522680881680536}
Student{name='Болт', secondName='Второй', midleName='Александрович', FIO='Болт Второй Александрович', assessment=9.522589961163977}
Student{name='Ваня', secondName='Восьмой', midleName='Герасимович', FIO='Ваня Восьмой Герасимович', assessment=9.520474685093868}
Student{name='Алина', secondName='Девятый', midleName='Абрамович', FIO='Алина Девятый Абрамович', assessment=9.519372902373085}
Student{name='Болт', secondName='Седьмой', midleName='Cергеевич', FIO='Болт Седьмой Cергеевич', assessment=9.51918895414994}
Student{name='Болт', secondName='Девятый', midleName='Никитич', FIO='Болт Девятый Никитич', assessment=9.518837521809106}
Student{name='Иля', secondName='Четвертый', midleName='Cергеевич', FIO='Иля Четвертый Cергеевич', assessment=9.517003233489852}
Student{name='Болт', secondName='Седьмой', midleName='Александрович', FIO='Болт Седьмой Александрович', assessment=9.516798573188055}
Student{name='Иля', secondName='Первый', midleName='Викторович', FIO='Иля Первый Викторович', assessment=9.51644486965429}
Student{name='Иля', secondName='Восьмой', midleName='Cергеевич', FIO='Иля Восьмой Cергеевич', assessment=9.51582619601465}
Student{name='Кирилл', secondName='Первый', midleName='Абрамович', FIO='Кирилл Первый Абрамович', assessment=9.515030153309638}
Student{name='Ваня', secondName='Девятый', midleName='Инокентьевич', FIO='Ваня Девятый Инокентьевич', assessment=9.514322301724999}
Student{name='Смоук', secondName='Пятый', midleName='Викторович', FIO='Смоук Пятый Викторович', assessment=9.514161376097118}
Student{name='Ваня', secondName='Шестой', midleName='Герасимович', FIO='Ваня Шестой Герасимович', assessment=9.513961624244535}
Student{name='Аркадий', secondName='Третий', midleName='Никитич', FIO='Аркадий Третий Никитич', assessment=9.513821759294373}
Student{name='Буся', secondName='Третий', midleName='Ильич', FIO='Буся Третий Ильич', assessment=9.513688320011488}
Student{name='Ваня', secondName='Пятый', midleName='Cергеевич', FIO='Ваня Пятый Cергеевич', assessment=9.51233732658819}
Student{name='Болт', secondName='Девятый', midleName='Инокентьевич', FIO='Болт Девятый Инокентьевич', assessment=9.512256760366416}
Student{name='Полина', secondName='Первый', midleName='Ильич', FIO='Полина Первый Ильич', assessment=9.511976283596812}
Student{name='Вика', secondName='Шестой', midleName='Абрамович', FIO='Вика Шестой Абрамович', assessment=9.511940936687322}
Student{name='Полина', secondName='Восьмой', midleName='Ильич', FIO='Полина Восьмой Ильич', assessment=9.510876113285192}
Student{name='Вика', secondName='Первый', midleName='Александрович', FIO='Вика Первый Александрович', assessment=9.51073090753624}
Student{name='Алина', secondName='Седьмой', midleName='Викторович', FIO='Алина Седьмой Викторович', assessment=9.510069667664203}
Student{name='Вика', secondName='Третий', midleName='Инокентьевич', FIO='Вика Третий Инокентьевич', assessment=9.509655401558213}
Student{name='Аркадий', secondName='Пятый', midleName='Герасимович', FIO='Аркадий Пятый Герасимович', assessment=9.509485187083495}
Student{name='Буся', secondName='Шестой', midleName='Абрамович', FIO='Буся Шестой Абрамович', assessment=9.509074221867337}
Student{name='Иля', secondName='Восьмой', midleName='Инокентьевич', FIO='Иля Восьмой Инокентьевич', assessment=9.507772659694016}
Student{name='Ваня', secondName='Шестой', midleName='Инокентьевич', FIO='Ваня Шестой Инокентьевич', assessment=9.506904688157318}
Student{name='Вика', secondName='Второй', midleName='Ильич', FIO='Вика Второй Ильич', assessment=9.505299581221445}
Student{name='Ваня', secondName='Шестой', midleName='Викторович', FIO='Ваня Шестой Викторович', assessment=9.50497019363925}
Student{name='Кирилл', secondName='Пятый', midleName='Викторович', FIO='Кирилл Пятый Викторович', assessment=9.504866535553743}
Student{name='Вика', secondName='Седьмой', midleName='Инокентьевич', FIO='Вика Седьмой Инокентьевич', assessment=9.50308197542765}
Student{name='Болт', secondName='Первый', midleName='Абрамович', FIO='Болт Первый Абрамович', assessment=9.500459607385931}
Student{name='Болт', secondName='Девятый', midleName='Cергеевич', FIO='Болт Девятый Cергеевич', assessment=9.497586621809932}
Student{name='Ваня', secondName='Третий', midleName='Инокентьевич', FIO='Ваня Третий Инокентьевич', assessment=9.494246915944396}
Student{name='Алина', secondName='Третий', midleName='Абрамович', FIO='Алина Третий Абрамович', assessment=9.493677019449759}
Student{name='Смоук', secondName='Девятый', midleName='Викторович', FIO='Смоук Девятый Викторович', assessment=9.49162955707398}
Student{name='Аркадий', secondName='Девятый', midleName='Cергеевич', FIO='Аркадий Девятый Cергеевич', assessment=9.490906610680796}
Student{name='Вика', secondName='Четвертый', midleName='Абрамович', FIO='Вика Четвертый Абрамович', assessment=9.49055031364602}
Student{name='Вика', secondName='Шестой', midleName='Абрамович', FIO='Вика Шестой Абрамович', assessment=9.489250161709563}
Student{name='Вика', secondName='Третий', midleName='Викторович', FIO='Вика Третий Викторович', assessment=9.487106974748098}
Student{name='Буся', secondName='Пятый', midleName='Инокентьевич', FIO='Буся Пятый Инокентьевич', assessment=9.486850090590748}
Student{name='Полина', secondName='Восьмой', midleName='Герасимович', FIO='Полина Восьмой Герасимович', assessment=9.485876080174947}
Student{name='Буся', secondName='Четвертый', midleName='Герасимович', FIO='Буся Четвертый Герасимович', assessment=9.485800839105726}
Student{name='Болт', secondName='Восьмой', midleName='Викторович', FIO='Болт Восьмой Викторович', assessment=9.484278026416606}
Student{name='Аркадий', secondName='Девятый', midleName='Александрович', FIO='Аркадий Девятый Александрович', assessment=9.483759943753695}
Student{name='Кирилл', secondName='Шестой', midleName='Инокентьевич', FIO='Кирилл Шестой Инокентьевич', assessment=9.480955793360694}
Student{name='Алина', secondName='Восьмой', midleName='Никитич', FIO='Алина Восьмой Никитич', assessment=9.480868173782708}
Student{name='Кирилл', secondName='Пятый', midleName='Викторович', FIO='Кирилл Пятый Викторович', assessment=9.480044107200621}
Student{name='Полина', secondName='Третий', midleName='Ильич', FIO='Полина Третий Ильич', assessment=9.479350314863563}
Student{name='Аркадий', secondName='Третий', midleName='Ильич', FIO='Аркадий Третий Ильич', assessment=9.478719483185774}
Student{name='Ваня', secondName='Седьмой', midleName='Инокентьевич', FIO='Ваня Седьмой Инокентьевич', assessment=9.475401099473675}
Student{name='Кирилл', secondName='Третий', midleName='Абрамович', FIO='Кирилл Третий Абрамович', assessment=9.4730602941477}
Student{name='Кирилл', secondName='Пятый', midleName='Абрамович', FIO='Кирилл Пятый Абрамович', assessment=9.471307896994047}
Student{name='Ваня', secondName='Третий', midleName='Ильич', FIO='Ваня Третий Ильич', assessment=9.465842451953057}
Student{name='Смоук', secondName='Первый', midleName='Александрович', FIO='Смоук Первый Александрович', assessment=9.463464751794723}
Student{name='Полина', secondName='Второй', midleName='Абрамович', FIO='Полина Второй Абрамович', assessment=9.463049676934443}
Student{name='Алина', secondName='Седьмой', midleName='Викторович', FIO='Алина Седьмой Викторович', assessment=9.461816570910491}
Student{name='Болт', secondName='Третий', midleName='Александрович', FIO='Болт Третий Александрович', assessment=9.461739376039581}
Student{name='Алина', secondName='Первый', midleName='Cергеевич', FIO='Алина Первый Cергеевич', assessment=9.461389909496328}
Student{name='Буся', secondName='Первый', midleName='Инокентьевич', FIO='Буся Первый Инокентьевич', assessment=9.461379550376087}
Student{name='Болт', secondName='Второй', midleName='Никитич', FIO='Болт Второй Никитич', assessment=9.45959923686122}
Student{name='Болт', secondName='Шестой', midleName='Абрамович', FIO='Болт Шестой Абрамович', assessment=9.457134521298947}
Student{name='Смоук', secondName='Девятый', midleName='Ильич', FIO='Смоук Девятый Ильич', assessment=9.456595287467783}
Student{name='Вика', secondName='Первый', midleName='Викторович', FIO='Вика Первый Викторович', assessment=9.455742232113163}
Student{name='Ваня', secondName='Пятый', midleName='Никитич', FIO='Ваня Пятый Никитич', assessment=9.454967453521284}
Student{name='Кирилл', secondName='Пятый', midleName='Александрович', FIO='Кирилл Пятый Александрович', assessment=9.454920025341337}
Student{name='Вика', secondName='Четвертый', midleName='Никитич', FIO='Вика Четвертый Никитич', assessment=9.453874838462324}
Student{name='Вика', secondName='Седьмой', midleName='Александрович', FIO='Вика Седьмой Александрович', assessment=9.452997923418298}
Student{name='Вика', secondName='Второй', midleName='Ильич', FIO='Вика Второй Ильич', assessment=9.45264631146949}
Student{name='Смоук', secondName='Восьмой', midleName='Cергеевич', FIO='Смоук Восьмой Cергеевич', assessment=9.451051273985206}
Student{name='Кирилл', secondName='Первый', midleName='Инокентьевич', FIO='Кирилл Первый Инокентьевич', assessment=9.450405302869763}
Student{name='Аркадий', secondName='Второй', midleName='Абрамович', FIO='Аркадий Второй Абрамович', assessment=9.449783196687903}
Student{name='Вика', secondName='Пятый', midleName='Герасимович', FIO='Вика Пятый Герасимович', assessment=9.44774950042162}
Student{name='Аркадий', secondName='Девятый', midleName='Ильич', FIO='Аркадий Девятый Ильич', assessment=9.447422369449}
Student{name='Смоук', secondName='Шестой', midleName='Ильич', FIO='Смоук Шестой Ильич', assessment=9.445634577971768}
Student{name='Аркадий', secondName='Третий', midleName='Герасимович', FIO='Аркадий Третий Герасимович', assessment=9.44438742215148}
Student{name='Смоук', secondName='Пятый', midleName='Cергеевич', FIO='Смоук Пятый Cергеевич', assessment=9.443937086412197}
Student{name='Смоук', secondName='Восьмой', midleName='Никитич', FIO='Смоук Восьмой Никитич', assessment=9.443665581348931}
Student{name='Иля', secondName='Четвертый', midleName='Абрамович', FIO='Иля Четвертый Абрамович', assessment=9.44252506536803}
Student{name='Иля', secondName='Третий', midleName='Никитич', FIO='Иля Третий Никитич', assessment=9.441634892375694}
Student{name='Ваня', secondName='Первый', midleName='Инокентьевич', FIO='Ваня Первый Инокентьевич', assessment=9.44046474181842}
Student{name='Болт', secondName='Пятый', midleName='Никитич', FIO='Болт Пятый Никитич', assessment=9.439222879215057}
Student{name='Вика', secondName='Седьмой', midleName='Ильич', FIO='Вика Седьмой Ильич', assessment=9.438537361094001}
Student{name='Буся', secondName='Шестой', midleName='Cергеевич', FIO='Буся Шестой Cергеевич', assessment=9.438514185065513}
Student{name='Алина', secondName='Девятый', midleName='Cергеевич', FIO='Алина Девятый Cергеевич', assessment=9.434214838873752}
Student{name='Смоук', secondName='Второй', midleName='Cергеевич', FIO='Смоук Второй Cергеевич', assessment=9.43371547528421}
Student{name='Смоук', secondName='Шестой', midleName='Викторович', FIO='Смоук Шестой Викторович', assessment=9.433018097420803}
Student{name='Алина', secondName='Шестой', midleName='Cергеевич', FIO='Алина Шестой Cергеевич', assessment=9.432597614804513}
Student{name='Буся', secondName='Второй', midleName='Cергеевич', FIO='Буся Второй Cергеевич', assessment=9.432395261698918}
Student{name='Алина', secondName='Седьмой', midleName='Ильич', FIO='Алина Седьмой Ильич', assessment=9.432142128414688}
Student{name='Буся', secondName='Седьмой', midleName='Ильич', FIO='Буся Седьмой Ильич', assessment=9.430227362882457}
Student{name='Иля', secondName='Третий', midleName='Александрович', FIO='Иля Третий Александрович', assessment=9.428523136016207}
Student{name='Болт', secondName='Четвертый', midleName='Абрамович', FIO='Болт Четвертый Абрамович', assessment=9.428245436786398}
Student{name='Болт', secondName='Второй', midleName='Никитич', FIO='Болт Второй Никитич', assessment=9.427133758668333}
Student{name='Вика', secondName='Третий', midleName='Абрамович', FIO='Вика Третий Абрамович', assessment=9.42652198835219}
Student{name='Ваня', secondName='Второй', midleName='Никитич', FIO='Ваня Второй Никитич', assessment=9.425145041940482}
Student{name='Вика', secondName='Третий', midleName='Cергеевич', FIO='Вика Третий Cергеевич', assessment=9.422989547197005}
Student{name='Полина', secondName='Четвертый', midleName='Александрович', FIO='Полина Четвертый Александрович', assessment=9.422979490834628}
Student{name='Алина', secondName='Второй', midleName='Викторович', FIO='Алина Второй Викторович', assessment=9.420571696919074}
Student{name='Полина', secondName='Седьмой', midleName='Герасимович', FIO='Полина Седьмой Герасимович', assessment=9.41968192798116}
Student{name='Смоук', secondName='Второй', midleName='Cергеевич', FIO='Смоук Второй Cергеевич', assessment=9.419087297327977}
Student{name='Буся', secondName='Третий', midleName='Никитич', FIO='Буся Третий Никитич', assessment=9.414727481083078}
Student{name='Кирилл', secondName='Четвертый', midleName='Викторович', FIO='Кирилл Четвертый Викторович', assessment=9.414453005038208}
Student{name='Смоук', secondName='Девятый', midleName='Инокентьевич', FIO='Смоук Девятый Инокентьевич', assessment=9.414064487852485}
Student{name='Кирилл', secondName='Второй', midleName='Инокентьевич', FIO='Кирилл Второй Инокентьевич', assessment=9.413404126279158}
Student{name='Полина', secondName='Девятый', midleName='Ильич', FIO='Полина Девятый Ильич', assessment=9.412777879980265}
Student{name='Ваня', secondName='Седьмой', midleName='Cергеевич', FIO='Ваня Седьмой Cергеевич', assessment=9.41241161638327}
Student{name='Аркадий', secondName='Седьмой', midleName='Герасимович', FIO='Аркадий Седьмой Герасимович', assessment=9.41120336104272}
Student{name='Алина', secondName='Пятый', midleName='Герасимович', FIO='Алина Пятый Герасимович', assessment=9.411164883743904}
Student{name='Полина', secondName='Второй', midleName='Герасимович', FIO='Полина Второй Герасимович', assessment=9.41091511713364}
Student{name='Болт', secondName='Седьмой', midleName='Ильич', FIO='Болт Седьмой Ильич', assessment=9.409312954573494}
Student{name='Вика', secondName='Первый', midleName='Никитич', FIO='Вика Первый Никитич', assessment=9.406171385683471}
Student{name='Полина', secondName='Девятый', midleName='Никитич', FIO='Полина Девятый Никитич', assessment=9.40581973506725}
Student{name='Смоук', secondName='Пятый', midleName='Герасимович', FIO='Смоук Пятый Герасимович', assessment=9.4038116928477}
Student{name='Ваня', secondName='Второй', midleName='Александрович', FIO='Ваня Второй Александрович', assessment=9.403449710613655}
Student{name='Вика', secondName='Седьмой', midleName='Ильич', FIO='Вика Седьмой Ильич', assessment=9.402378718859207}
Student{name='Алина', secondName='Пятый', midleName='Никитич', FIO='Алина Пятый Никитич', assessment=9.39955286848328}
Student{name='Алина', secondName='Пятый', midleName='Ильич', FIO='Алина Пятый Ильич', assessment=9.399100276411863}
Student{name='Аркадий', secondName='Второй', midleName='Ильич', FIO='Аркадий Второй Ильич', assessment=9.398964067229137}
Student{name='Буся', secondName='Третий', midleName='Инокентьевич', FIO='Буся Третий Инокентьевич', assessment=9.398061122866777}
Student{name='Вика', secondName='Седьмой', midleName='Герасимович', FIO='Вика Седьмой Герасимович', assessment=9.396943707910037}
Student{name='Ваня', secondName='Четвертый', midleName='Ильич', FIO='Ваня Четвертый Ильич', assessment=9.393419040653287}
Student{name='Алина', secondName='Четвертый', midleName='Герасимович', FIO='Алина Четвертый Герасимович', assessment=9.392064905602188}
Student{name='Смоук', secondName='Пятый', midleName='Абрамович', FIO='Смоук Пятый Абрамович', assessment=9.391887215980018}
Student{name='Кирилл', secondName='Четвертый', midleName='Абрамович', FIO='Кирилл Четвертый Абрамович', assessment=9.39077930194151}
Student{name='Полина', secondName='Третий', midleName='Викторович', FIO='Полина Третий Викторович', assessment=9.389793108211467}
Student{name='Полина', secondName='Восьмой', midleName='Абрамович', FIO='Полина Восьмой Абрамович', assessment=9.389244730136797}
Student{name='Иля', secondName='Шестой', midleName='Никитич', FIO='Иля Шестой Никитич', assessment=9.388695787387833}
Student{name='Буся', secondName='Восьмой', midleName='Александрович', FIO='Буся Восьмой Александрович', assessment=9.387622232113886}
Student{name='Иля', secondName='Третий', midleName='Инокентьевич', FIO='Иля Третий Инокентьевич', assessment=9.386506881977137}
Student{name='Полина', secondName='Первый', midleName='Викторович', FIO='Полина Первый Викторович', assessment=9.386341081011915}
Student{name='Буся', secondName='Шестой', midleName='Инокентьевич', FIO='Буся Шестой Инокентьевич', assessment=9.38555298145065}
Student{name='Буся', secondName='Четвертый', midleName='Александрович', FIO='Буся Четвертый Александрович', assessment=9.384608215153145}
Student{name='Иля', secondName='Первый', midleName='Никитич', FIO='Иля Первый Никитич', assessment=9.384233463023515}
Student{name='Иля', secondName='Девятый', midleName='Викторович', FIO='Иля Девятый Викторович', assessment=9.383934494949669}
Student{name='Вика', secondName='Третий', midleName='Никитич', FIO='Вика Третий Никитич', assessment=9.383850727655934}
Student{name='Полина', secondName='Девятый', midleName='Никитич', FIO='Полина Девятый Никитич', assessment=9.3837581842536}
Student{name='Кирилл', secondName='Шестой', midleName='Абрамович', FIO='Кирилл Шестой Абрамович', assessment=9.383179433946923}
Student{name='Алина', secondName='Четвертый', midleName='Викторович', FIO='Алина Четвертый Викторович', assessment=9.382835194035554}
Student{name='Алина', secondName='Четвертый', midleName='Никитич', FIO='Алина Четвертый Никитич', assessment=9.380406528402743}
Student{name='Смоук', secondName='Пятый', midleName='Герасимович', FIO='Смоук Пятый Герасимович', assessment=9.37916720479587}
Student{name='Ваня', secondName='Шестой', midleName='Александрович', FIO='Ваня Шестой Александрович', assessment=9.378136683857756}
Student{name='Буся', secondName='Седьмой', midleName='Ильич', FIO='Буся Седьмой Ильич', assessment=9.378040877175586}
Student{name='Смоук', secondName='Четвертый', midleName='Александрович', FIO='Смоук Четвертый Александрович', assessment=9.377975464418135}
Student{name='Болт', secondName='Пятый', midleName='Абрамович', FIO='Болт Пятый Абрамович', assessment=9.377790584561726}
Student{name='Полина', secondName='Восьмой', midleName='Герасимович', FIO='Полина Восьмой Герасимович', assessment=9.376983660683788}
Student{name='Вика', secondName='Первый', midleName='Абрамович', FIO='Вика Первый Абрамович', assessment=9.376535847477554}
Student{name='Алина', secondName='Пятый', midleName='Александрович', FIO='Алина Пятый Александрович', assessment=9.376178347050717}
Student{name='Вика', secondName='Второй', midleName='Никитич', FIO='Вика Второй Никитич', assessment=9.375899390892013}
Student{name='Ваня', secondName='Второй', midleName='Инокентьевич', FIO='Ваня Второй Инокентьевич', assessment=9.37576521577073}
Student{name='Болт', secondName='Второй', midleName='Никитич', FIO='Болт Второй Никитич', assessment=9.375664522948941}
Student{name='Вика', secondName='Седьмой', midleName='Александрович', FIO='Вика Седьмой Александрович', assessment=9.375632822516518}
Student{name='Ваня', secondName='Шестой', midleName='Александрович', FIO='Ваня Шестой Александрович', assessment=9.374902022129811}
Student{name='Болт', secondName='Четвертый', midleName='Инокентьевич', FIO='Болт Четвертый Инокентьевич', assessment=9.374794989951456}
Student{name='Аркадий', secondName='Восьмой', midleName='Ильич', FIO='Аркадий Восьмой Ильич', assessment=9.37449987188031}
Student{name='Полина', secondName='Пятый', midleName='Cергеевич', FIO='Полина Пятый Cергеевич', assessment=9.374435855021755}
Student{name='Смоук', secondName='Второй', midleName='Ильич', FIO='Смоук Второй Ильич', assessment=9.371908923806732}
Student{name='Кирилл', secondName='Седьмой', midleName='Cергеевич', FIO='Кирилл Седьмой Cергеевич', assessment=9.370283627181852}
Student{name='Смоук', secondName='Седьмой', midleName='Викторович', FIO='Смоук Седьмой Викторович', assessment=9.370183514057208}
Student{name='Буся', secondName='Второй', midleName='Викторович', FIO='Буся Второй Викторович', assessment=9.370055185895241}
Student{name='Смоук', secondName='Пятый', midleName='Александрович', FIO='Смоук Пятый Александрович', assessment=9.369363400507801}
Student{name='Алина', secondName='Четвертый', midleName='Никитич', FIO='Алина Четвертый Никитич', assessment=9.36715426087069}
Student{name='Иля', secondName='Второй', midleName='Cергеевич', FIO='Иля Второй Cергеевич', assessment=9.366488119320572}
Student{name='Алина', secondName='Шестой', midleName='Герасимович', FIO='Алина Шестой Герасимович', assessment=9.364453091445661}
Student{name='Болт', secondName='Восьмой', midleName='Герасимович', FIO='Болт Восьмой Герасимович', assessment=9.364136148241963}
Student{name='Иля', secondName='Второй', midleName='Абрамович', FIO='Иля Второй Абрамович', assessment=9.363190117619983}
Student{name='Буся', secondName='Третий', midleName='Герасимович', FIO='Буся Третий Герасимович', assessment=9.362988248375693}
Student{name='Полина', secondName='Третий', midleName='Ильич', FIO='Полина Третий Ильич', assessment=9.362424041441741}
Student{name='Смоук', secondName='Восьмой', midleName='Александрович', FIO='Смоук Восьмой Александрович', assessment=9.362211992345106}
Student{name='Кирилл', secondName='Четвертый', midleName='Абрамович', FIO='Кирилл Четвертый Абрамович', assessment=9.358737132087533}
Student{name='Аркадий', secondName='Пятый', midleName='Абрамович', FIO='Аркадий Пятый Абрамович', assessment=9.356337753722695}
Student{name='Вика', secondName='Шестой', midleName='Никитич', FIO='Вика Шестой Никитич', assessment=9.354615848248198}
Student{name='Кирилл', secondName='Девятый', midleName='Cергеевич', FIO='Кирилл Девятый Cергеевич', assessment=9.353604601737098}
Student{name='Полина', secondName='Четвертый', midleName='Cергеевич', FIO='Полина Четвертый Cергеевич', assessment=9.351230849427132}
Student{name='Ваня', secondName='Третий', midleName='Никитич', FIO='Ваня Третий Никитич', assessment=9.35047934613656}
Student{name='Ваня', secondName='Четвертый', midleName='Герасимович', FIO='Ваня Четвертый Герасимович', assessment=9.350476194122335}
Student{name='Иля', secondName='Первый', midleName='Александрович', FIO='Иля Первый Александрович', assessment=9.350111937683819}
Student{name='Полина', secondName='Четвертый', midleName='Cергеевич', FIO='Полина Четвертый Cергеевич', assessment=9.349592448468}
Student{name='Аркадий', secondName='Шестой', midleName='Ильич', FIO='Аркадий Шестой Ильич', assessment=9.345966104318812}
Student{name='Смоук', secondName='Шестой', midleName='Абрамович', FIO='Смоук Шестой Абрамович', assessment=9.343303079601732}
Student{name='Полина', secondName='Пятый', midleName='Абрамович', FIO='Полина Пятый Абрамович', assessment=9.342772608911952}
Student{name='Алина', secondName='Четвертый', midleName='Ильич', FIO='Алина Четвертый Ильич', assessment=9.339963819381925}
Student{name='Полина', secondName='Восьмой', midleName='Инокентьевич', FIO='Полина Восьмой Инокентьевич', assessment=9.338085692841817}
Student{name='Аркадий', secondName='Восьмой', midleName='Герасимович', FIO='Аркадий Восьмой Герасимович', assessment=9.33398761398704}
Student{name='Аркадий', secondName='Первый', midleName='Ильич', FIO='Аркадий Первый Ильич', assessment=9.333895043362633}
Student{name='Аркадий', secondName='Шестой', midleName='Викторович', FIO='Аркадий Шестой Викторович', assessment=9.331870292324636}
Student{name='Кирилл', secondName='Третий', midleName='Александрович', FIO='Кирилл Третий Александрович', assessment=9.331147675689516}
Student{name='Вика', secondName='Четвертый', midleName='Никитич', FIO='Вика Четвертый Никитич', assessment=9.328996105586668}
Student{name='Буся', secondName='Седьмой', midleName='Инокентьевич', FIO='Буся Седьмой Инокентьевич', assessment=9.327035541572496}
Student{name='Иля', secondName='Второй', midleName='Никитич', FIO='Иля Второй Никитич', assessment=9.326877449072976}
Student{name='Аркадий', secondName='Четвертый', midleName='Инокентьевич', FIO='Аркадий Четвертый Инокентьевич', assessment=9.326133591686851}
Student{name='Смоук', secondName='Шестой', midleName='Никитич', FIO='Смоук Шестой Никитич', assessment=9.325835990023199}
Student{name='Иля', secondName='Первый', midleName='Инокентьевич', FIO='Иля Первый Инокентьевич', assessment=9.32516276941248}
Student{name='Полина', secondName='Восьмой', midleName='Cергеевич', FIO='Полина Восьмой Cергеевич', assessment=9.324934101340078}
Student{name='Смоук', secondName='Восьмой', midleName='Ильич', FIO='Смоук Восьмой Ильич', assessment=9.323492536544824}
Student{name='Аркадий', secondName='Седьмой', midleName='Инокентьевич', FIO='Аркадий Седьмой Инокентьевич', assessment=9.322542145065146}
Student{name='Смоук', secondName='Первый', midleName='Никитич', FIO='Смоук Первый Никитич', assessment=9.32128033590092}
Student{name='Ваня', secondName='Пятый', midleName='Никитич', FIO='Ваня Пятый Никитич', assessment=9.319513507087327}
Student{name='Кирилл', secondName='Девятый', midleName='Викторович', FIO='Кирилл Девятый Викторович', assessment=9.31928924693075}
Student{name='Иля', secondName='Шестой', midleName='Ильич', FIO='Иля Шестой Ильич', assessment=9.319037215685734}
Student{name='Алина', secondName='Четвертый', midleName='Александрович', FIO='Алина Четвертый Александрович', assessment=9.317568795145498}
Student{name='Буся', secondName='Четвертый', midleName='Герасимович', FIO='Буся Четвертый Герасимович', assessment=9.316544155463424}
Student{name='Буся', secondName='Шестой', midleName='Инокентьевич', FIO='Буся Шестой Инокентьевич', assessment=9.31259586294274}
Student{name='Полина', secondName='Восьмой', midleName='Викторович', FIO='Полина Восьмой Викторович', assessment=9.312507213200401}
Student{name='Алина', secondName='Девятый', midleName='Инокентьевич', FIO='Алина Девятый Инокентьевич', assessment=9.31088116366557}
Student{name='Буся', secondName='Шестой', midleName='Абрамович', FIO='Буся Шестой Абрамович', assessment=9.31079928879665}
Student{name='Вика', secondName='Четвертый', midleName='Cергеевич', FIO='Вика Четвертый Cергеевич', assessment=9.307624043825433}
Student{name='Болт', secondName='Третий', midleName='Ильич', FIO='Болт Третий Ильич', assessment=9.306889969759778}
Student{name='Болт', secondName='Шестой', midleName='Александрович', FIO='Болт Шестой Александрович', assessment=9.306886572570047}
Student{name='Аркадий', secondName='Девятый', midleName='Никитич', FIO='Аркадий Девятый Никитич', assessment=9.3055077290046}
Student{name='Полина', secondName='Третий', midleName='Александрович', FIO='Полина Третий Александрович', assessment=9.303703917450726}
Student{name='Кирилл', secondName='Второй', midleName='Абрамович', FIO='Кирилл Второй Абрамович', assessment=9.302539627576813}
Student{name='Смоук', secondName='Третий', midleName='Абрамович', FIO='Смоук Третий Абрамович', assessment=9.302168702725632}
Student{name='Смоук', secondName='Седьмой', midleName='Никитич', FIO='Смоук Седьмой Никитич', assessment=9.301624137874535}
Student{name='Вика', secondName='Первый', midleName='Герасимович', FIO='Вика Первый Герасимович', assessment=9.297467737040693}
Student{name='Кирилл', secondName='Первый', midleName='Герасимович', FIO='Кирилл Первый Герасимович', assessment=9.295278960505136}
Student{name='Кирилл', secondName='Пятый', midleName='Никитич', FIO='Кирилл Пятый Никитич', assessment=9.295140692128573}
Student{name='Ваня', secondName='Пятый', midleName='Герасимович', FIO='Ваня Пятый Герасимович', assessment=9.294777162547414}
Student{name='Смоук', secondName='Шестой', midleName='Ильич', FIO='Смоук Шестой Ильич', assessment=9.293679653925123}
Student{name='Болт', secondName='Восьмой', midleName='Александрович', FIO='Болт Восьмой Александрович', assessment=9.292933748274617}
Student{name='Смоук', secondName='Первый', midleName='Ильич', FIO='Смоук Первый Ильич', assessment=9.29161618464007}
Student{name='Иля', secondName='Восьмой', midleName='Викторович', FIO='Иля Восьмой Викторович', assessment=9.291422589075225}
Student{name='Смоук', secondName='Девятый', midleName='Александрович', FIO='Смоук Девятый Александрович', assessment=9.290517533122141}
Student{name='Иля', secondName='Шестой', midleName='Никитич', FIO='Иля Шестой Никитич', assessment=9.284382499214445}
Student{name='Полина', secondName='Третий', midleName='Cергеевич', FIO='Полина Третий Cергеевич', assessment=9.282842578372595}
